term_id,preferred_label,definition,source_ontology,dominant_physical_phase,is_water_based,concert_unit_route,review_status
ENVO:01000442,dacite,"Dacite is an igneous, volcanic rock. It has an aphanitic to porphyritic texture and is intermediate in composition between andesite and rhyolite.  Dacite consists mostly of plagioclase feldspar with biotite, hornblende, and pyroxene (augite and/or enstatite). It has quartz as rounded, corroded phenocrysts, or as an element of the ground-mass. The plagioclase ranges from oligoclase to andesine and labradorite. Sanidine occurs, although in small proportions, in some dacites, and when abundant gives rise to rocks that form transitions to the rhyolites.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000444,dacitic lava,Lava which is high in silica and low in alkali metal oxides.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000451,atmospheric carbon dioxide,Atmospheric carbon dioxide is an environmental material composed of carbon dioxide in its gaseous form present in an atmosphere.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000458,concrete,Concrete is a composite material composed of an aggregate bonded together with a fluid cement which hardens over time.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000459,asphalt concrete,Asphaltic concrete is a concrete which uses refined asphalt as a cement.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000460,asphalt,"Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000461,refined asphalt,"Refined asphalt is a sticky, black, and highly viscous liquid or semi-solid with a boiling point above 500 degrees Celsius, obtained from the fractional distillation of crude oil.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000462,masonry cement,Masonry cement is a substance used in construction that has the disposition to set and harden and thus may be used to bind materials together.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000463,hydraulic cement,"Hydraulic cement is a masonry cement which contains activated aluminium silicates or pozzolans, such as fly ash, allowing it to set in wet conditions or underwater.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000464,non-hydraulic cement,Non-hydraulic cement is a cement which sets by reacting with carbon dioxide in the air and will not set in wet conditions or underwater. It is susceptible to attack by aggresive chemicals after setting.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000473,thatch,"Thatch is material composed of dry vegetation such as straw, water reed, sedge (Cladium mariscus), rushes, or heather.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000474,brick material,"A portion of brick material is a material derived from a brick which is composed of  kneaded clay-bearing soil, expanded clay aggregate, sand and lime, or concrete that has been fire-hardened or air-dried.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000476,plaster,"Plaster is a building material which has the disposition to harden when it reacts with water, liberating heat through crystallization. Plaster is manufactured as a dry powder and is mixed with water to form a paste when used.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000477,gypsum plaster,Gypsum plaster is a plaster which is formed by partially dehydrating gypsum by heating it to approximately 150 degrees Celsius and grinding the product into a powder. Gypsum anhydride - formed by heating gypsum above 200 degrees Celsius - may also be used as plaster.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000478,cement plaster,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000479,lime plaster,Lime plaster is a plaster which is primarily composed of calcium hydroxide and an inert filler (such as sand). Coversion of the calcium hydroxide to calcium carbonate through a reaction with carbon dioxide in the air causes the plaster to set.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000480,glass,Glass is an amorphous (non-crystalline) solid which is often transparent.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000481,silica-based glass,"Silica-based glass is a glass composed primarily of silicon dioxide, the primary constituent of sand.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000482,soda-lime glass,"Soda-lime glass is a silica-based glass which is composed of approximately 75% silicon dioxide, with sodium oxide and calcium oxide consituting most of its remaining composition.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000483,flat glass,"Flat glass is a soda-lime glass which is composed of approximately 73% silicon dioxide (silica), 14% sodium oxide, 9% calcium oxide, 4% magnesium oxide, 0.15% aluminium oxide, 0.03% potassium oxide, 0.02% titanum dioxide, and 0.01% iron III oxide.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000484,container glass,"Container glass is a soda-lime glass which is composed of approximately 74% silicon dioxide (silica), 13% sodium oxide, 10.5% calcium oxide, 1.3% aluminium oxide, 0.3% potassium oxide, 0.2% sulphur trioxide, 0.2% magnesium oxide,  0.04% iron III oxide, and 0.01%  titanum dioxide.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000485,quartz glass,Quartz glass is a glass which is composed of silica in amorphous (non-crystalline) form.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000508,salt material,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000537,atmospheric ozone,Atmospheric ozone is an environmental material primarily composed of ozone in its gaseous form and present in an atmosphere.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000551,paraffin oil,"A fuel oil which is 1) composed primarily of alkanes having between 5-15 carbon atoms with the general formula CnH2n+2, 2) is generally odorless or has only a slight odor, 3) produces only small amounts of soot relative to other fuel oils, 4) is highly refined.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000552,natural gas,"Natural gas is a hydrocarbon gas mixture consisting primarily of methane, but commonly includes varying amounts of other higher alkanes and sometimes a usually lesser percentage of carbon dioxide, nitrogen, and/or hydrogen sulfide. Natural gas is a fossil fuel formed when layers of buried plants and gases are exposed to intense heat and pressure over thousands of years.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000553,liquefied petroleum gas,"Liquified petroleum gas or liquid petroleum gas (LPG or LP gas), also referred to as simply propane or butane, are flammable mixtures of hydrocarbon gases used as fuel in heating appliances, cooking equipment, and vehicles.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000554,hydrocarbon gas,A gas that is primarily composed of hydrocarbon molecules.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000555,compressed natural gas,"Compressed natural gas is a natural gas stored at high pressures, typically 20–25 Megapascals.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000556,biogas,"Biogas is a mixture of different gases produced by the breakdown of organic matter in the absence of oxygen,  is primarily composed of methane and carbon dioxide, and may have small amounts of hydrogen sulfide, water, and siloxanes.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000557,liquefied natural gas,"Liquefied natural gas (LNG) is natural gas (predominantly methane, CH4) that has been converted to liquid form for ease of storage or transport. It takes up about 1/600th the volume of natural gas in the gaseous state. It is odorless, colorless, non-toxic and non-corrosive. LNG achieves a higher reduction in volume than compressed natural gas (CNG) so that the (volumetric) energy density of LNG is 2.4 times greater than that of CNG or 60 percent of that of diesel fuel.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000558,liquefied hydrocarbon gas,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000559,compressed biogas,Compressed biogas is biogas stored at increased pressures.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000560,charcoal,"Charcoal is a light, black residue, consisting of carbon and any remaining ash, obtained by removing water and other volatile constituents from animal and vegetation substances. Charcoal is usually produced by slow pyrolysis, the heating of wood or other substances in the absence of oxygen.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000575,wax,A wax is an environmental material which is primarily composed of lipids or other organic compounds that consist of long alkyl chains. Waxes are are malleable near ambient temperatures and melt at approximately 45 degrees Celsius.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000599,river water,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000600,rainwater,Rainwater is liquid water which has precipitated in the form of droplets through the condensation of atmospheric water vapour.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000628,plant litter,"Leaf litter is dead plant material, such as leaves, bark, needles, and twigs, that has fallen to the ground.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000637,outer space,"Outer space is a hard vacuum containing a low density of particles, predominantly a plasma of hydrogen and helium as well as electromagnetic radiation, magnetic fields, neutrinos, dust and cosmic rays that exists between celestial bodies.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000648,magma,"Magma is a mixture of molten or semi-molten rock, volatiles, and solids that is found beneath the uppermost solid layer of a planetary body. Besides molten rock, magma may also contain suspended crystals, dissolved gas and sometimes gas bubbles.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000660,tephra,"Tephra is fragmental material produced by a volcanic eruption regardless of composition, fragment size or emplacement mechanism.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000661,tuff,Tuff is a type of rock made of volcanic ash ejected from a vent during a volcanic eruption.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000662,scoria,"Scoria is a highly vesicular, dark colored volcanic rock that may or may not contain crystals.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000663,pumice,"Pumice is a volcanic rock that consists of highly vesicular rough textured volcanic glass, which may or may not contain crystals.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000676,contaminated air,Contaminated air is air which has sufficient concentrations of environmental pollutants such that it may adversely affect a given ecosystem.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000681,sodium chloride salt,A mineral material composed primarily of sodium chloride.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000701,volcanic ash,"Volcanic ash is an environmental material which consists of fragments of pulverized rock, minerals, and volcanic glass, created during volcanic eruptions and measuring less than 2 millimetres in diameter. Volcanic ash is formed during explosive volcanic eruptions, phreatomagmatic eruptions and during transport in pyroclastic density currents.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000722,meltwater,"Meltwater is the water released by the melting of snow or ice, including glacial ice, tabular icebergs and ice shelves over oceans.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000751,bedrock,A lithified mass of rock that lies under the loose softer material (regolith) at the surface of the Earth or other terrestrial planet.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000770,carbon dioxide emission,A volume of carbon dioxide gas emitted by a carbon dioxide emission process.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000789,flame,"A portion of gas which is emitted by a fire or other exothermic reaction, is of increased temperature, and typically emits light in the visible range.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000790,hydrocarbon flame,A flame which is produced by the combustion of hydrocarbon fuel.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000797,gaseous environmental material,A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000798,plasma,"A material entity which is composed of a volume of unbound positive and negative particles in roughly equal numbers, conducts electricity, and possesses internal magnetic fields.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000813,astronomical body part,A material part of an astronomical body.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000814,solid environmental material,An environmental material which is in a solid state.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000815,liquid environmental material,An environmental material which is in a liquid state.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000828,humid air,Air which has increased levels of water vapour.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000829,water vapour saturated air,Air which has a partial pressure of water vapour equal or near equal to its equilibrium vapor pressure at a given temperature.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000838,smoke,__ENVHARMONIZER_MISSING__,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000842,smog,A fog which is intermixed with smoke or other combustion products and their derivatives.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000844,fog,A visible mass of cloud water droplets or ice crystals suspended in the air at or near the surface of an astronomical body.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000845,crystal,"A solid material whose constituents, such as atoms, molecules or ions, are arranged in a highly ordered microscopic structure, forming a crystal lattice that extends in all directions.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000846,water ice crystal,A crystal which is primarily composed of water ice.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000847,hair ice,"A type of water ice that forms on dead wood with the assistance of the fungus Exidiopsis effusa and takes the shape of fine, silky hair.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000850,clathrate material,A material which is primarily composed of a substance arranged as a lattice which can trap or contain other molecules.,ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
ENVO:01000851,methane clathrate,"A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.",ENVO,__ENVHARMONIZER_MISSING__,FALSE,__ENVHARMONIZER_MISSING__,upstream
